,logFC,logCPM,PValue,FDR
hsa-miR-6500-5p,-0.178656154,4.247640693,0.956331345,1
hsa-miR-6744-3p,0.043666343,4.902480699,0.956954407,1
hsa-miR-6086,0.046701271,5.174749851,0.957375247,1
hsa-miR-200a-5p,0.025805155,6.421205793,0.957562376,1
hsa-miR-514b-5p,-0.068461998,5.01264854,0.957982668,1
hsa-miR-6079,0.04200186,7.492606524,0.958178941,1
hsa-miR-337-3p,-0.032654849,5.21747032,0.958418137,1
hsa-miR-4428,-0.041130579,5.383316066,0.958551215,1
hsa-miR-6838-5p,0.049374899,5.330335407,0.958580413,1
hsa-miR-6849-5p,-0.051664393,6.36532073,0.95878946,1
hsa-miR-6071,0.031091685,6.287286644,0.95889928,1
hsa-miR-5197-3p,-0.050308991,5.481958294,0.95956953,1
hsa-miR-5685,0.0307513,6.385610846,0.95969301,1
hsa-miR-4326,-0.014178163,6.494030799,0.960099435,1
hsa-let-7b-3p,-0.031093683,8.387563378,0.960855478,1
hsa-miR-5580-3p,0.141723452,3.631653031,0.961147331,1
hsa-miR-6804-5p,0.032046492,5.201372358,0.96144134,1
hsa-miR-586,-0.14128759,3.687597692,0.961492913,1
hsa-miR-551a,0.02327588,7.819753172,0.961600052,1
hsa-miR-2115-5p,-0.030666374,6.379388539,0.96162534,1
hsa-miR-4526,-0.025479255,6.690548802,0.961690899,1
hsa-miR-105-3p,0.016018286,5.148753748,0.962998656,1
hsa-miR-5011-5p,-0.014235599,8.310174698,0.963029895,1
hsa-miR-8069,0.020313355,8.661058547,0.963315797,1
hsa-miR-548az-5p,0.12752227,3.7052613,0.963579153,1
hsa-miR-4725-5p,0.049114481,5.479273917,0.964255717,1
hsa-miR-6754-3p,0.02601449,5.395683122,0.964816905,1
hsa-miR-4764-5p,-0.021122797,5.474604785,0.965293072,1
hsa-miR-3151-5p,-0.043077908,5.547118414,0.965381876,1
hsa-miR-6516-5p,0.070777057,4.756693521,0.96562424,1
hsa-miR-4751,-0.029076078,6.670232754,0.96588037,1
hsa-miR-6873-5p,-0.021719211,12.26918817,0.966127905,1
hsa-miR-4519,-0.024523036,5.712711912,0.966603787,1
hsa-miR-4659b-3p,-0.152429938,3.855253663,0.966749572,1
hsa-miR-944,0.025106519,6.843648311,0.967839002,1
hsa-miR-4787-3p,-0.01600041,7.819591806,0.967952153,1
hsa-miR-4747-3p,0.03370718,5.644755575,0.968082356,1
hsa-miR-1273c,0.053261991,5.451416076,0.968790835,1
hsa-miR-4297,-0.097959794,4.310779332,0.968938605,1
hsa-miR-130b-3p,0.012720212,7.356275038,0.96925028,1
hsa-miR-4801,-0.107442684,4.336728535,0.969781647,1
hsa-miR-6779-3p,-0.015994402,5.792437104,0.970245863,1
hsa-miR-4733-3p,0.078457163,4.335230461,0.970590152,1
hsa-miR-5007-3p,0.028610682,5.798568676,0.9709559,1
hsa-miR-548ap-3p/548t-3p/548aa,0.001240066,5.35201013,0.971387905,1
hsa-miR-4471,0.020030068,5.190977398,0.972462806,1
hsa-miR-7978,-0.010343411,5.761070843,0.973562796,1
hsa-miR-1268a,0.018892778,7.098553498,0.97499016,1
hsa-miR-891a-5p,0.01143558,8.276288495,0.975296155,1
hsa-miR-762,0.021841046,7.245269249,0.975832283,1
hsa-miR-3156-3p,0.009454552,6.16576117,0.976277962,1
hsa-miR-6076,-0.039140404,6.185743161,0.976733427,1
hsa-miR-1343-3p,0.024158526,7.074171383,0.976980516,1
hsa-miR-5708,-0.014796274,8.841327175,0.978268043,1
hsa-miR-150-3p,-0.029931266,6.223985738,0.978877069,1
hsa-miR-6503-3p,-0.027260639,7.093294305,0.979363461,1
hsa-miR-449c-5p,-0.034115193,6.3189718,0.979695838,1
hsa-miR-563,0.008807134,6.1522293,0.979891384,1
hsa-miR-3151-3p,-0.015960486,7.456290545,0.980344271,1
hsa-miR-210-3p,-0.013679548,8.096369853,0.980417558,1
hsa-miR-6815-5p,0.002272828,6.320876872,0.981178933,1
hsa-miR-6776-5p,-0.051485521,5.696411679,0.982060529,1
hsa-miR-27b-5p,0.013154597,6.681203537,0.982283016,1
hsa-miR-6879-3p,0.014595224,6.623207124,0.983020302,1
hsa-miR-1324,-0.007743159,7.610469918,0.983262434,1
hsa-miR-4693-3p,0.009140359,9.919727188,0.983785213,1
hsa-miR-6832-5p,-0.012649893,7.61356476,0.984792711,1
hsa-miR-4664-3p,-0.011577455,6.851243067,0.985278418,1
hsa-miR-675-3p,-0.007655772,7.738991267,0.985350261,1
hsa-miR-6892-3p,-0.022713929,6.898900593,0.987615789,1
hsa-miR-5196-5p,0.012688747,8.10263155,0.987854513,1
hsa-miR-595,0.000616403,7.00720706,0.988359797,1
hsa-miR-4449,-0.007227604,8.260695566,0.988973149,1
hsa-miR-6893-5p,0.008543659,7.378020308,0.990380603,1
hsa-miR-8077,-0.005792254,7.601600473,0.990692888,1
hsa-miR-616-3p,0.003324039,9.646935629,0.995555445,1
hsa-miR-6861-3p,0.002711528,9.524427101,0.99706542,1
hsa-miR-6515-5p,-0.000638541,9.043981605,0.997284007,1
hsa-miR-593-5p,-0.001920525,10.06906873,0.999213317,1
hsa-miR-564,0.038487473,4.394820662,1,1
hsa-miR-3133,0.046619773,4.163301984,1,1
hsa-miR-548e-3p,0.009975218,5.677651017,1,1
hsa-miR-6755-5p,-0.059073945,4.254658963,1,1
hsa-miR-4802-5p,0.018447982,5.31869889,1,1
hsa-miR-6734-5p,0.00663421,6.275951345,1,1
hsa-miR-4759,-0.0334946,4.953828605,1,1
hsa-miR-216a-3p,-0.020413157,4.731188853,1,1
hsa-miR-4799-5p,0.0056704,5.3160869,1,1
hsa-miR-4285,0.001108694,6.239972752,1,1
hsa-miR-5684,-0.017771229,6.029533296,1,1
hsa-miR-147a,-0.107550206,3.554122661,1,1
hsa-miR-4761-5p,-0.019973443,5.089781267,1,1
hsa-miR-139-3p,0.001295511,6.182635278,1,1
hsa-miR-3614-5p,0.027521038,5.358935567,1,1
hsa-miR-342-5p,0.023745953,5.491265635,1,1
hsa-miR-647,0.007864992,6.404327614,1,1
hsa-miR-511-5p,0.069582938,4.807332846,1,1
hsa-miR-4317,0.043093715,4.993107401,1,1
hsa-miR-5589-5p,-0.005139343,4.714671878,1,1
hsa-miR-4771,0.106922195,3.485752144,1,1
hsa-miR-653-5p,-0.082779771,3.738684875,1,1
hsa-miR-219a-2-3p,0.063034658,4.187206517,1,1
hsa-miR-496,0.057742145,4.548958114,1,1
hsa-miR-5002-5p,-0.050142268,3.736992393,1,1
hsa-miR-219b-3p,-0.047182046,4.915915675,1,1
hsa-miR-6876-5p,0.041706813,4.896028721,1,1
hsa-miR-8485,0.038497171,4.588826437,1,1
hsa-miR-6848-3p,0.037895885,4.856263723,1,1
hsa-miR-302c-5p,-0.030566886,5.445795571,1,1
hsa-miR-1912,-0.029983187,4.05390445,1,1
hsa-miR-3180-3p,-0.029923921,5.534458843,1,1
hsa-miR-4795-3p,0.028175139,4.359822251,1,1
hsa-miR-8086,-0.027415765,4.197122393,1,1
hsa-miR-3714,-0.027169233,4.452209848,1,1
hsa-miR-3121-3p,0.026033251,4.08868012,1,1
hsa-miR-3137,-0.026025508,5.635236138,1,1
hsa-miR-5581-3p,0.025857542,4.176846208,1,1
hsa-miR-302d-3p,0.025193573,3.931263018,1,1
hsa-miR-939-5p,0.023994779,5.841439481,1,1
hsa-miR-517b-3p,0.023798549,5.47169148,1,1
hsa-miR-3659,0.023450262,6.064599575,1,1
hsa-miR-4782-5p,-0.019707105,4.664810509,1,1
hsa-miR-30d-3p,0.018550325,5.710584246,1,1
hsa-miR-4791,0.017579083,3.660875775,1,1
hsa-miR-1914-3p,-0.015384794,5.823135253,1,1
hsa-miR-6744-5p,-0.013522026,4.588945364,1,1
hsa-miR-4750-5p,0.013406439,6.915172144,1,1
hsa-miR-4803,0.012643348,4.778576266,1,1
hsa-miR-374c-5p,-0.01129105,4.774017863,1,1
hsa-miR-6780a-5p,0.011173578,6.228278096,1,1
hsa-miR-2467-5p,-0.011024698,5.05459227,1,1
hsa-miR-3926,0.010672189,4.08560023,1,1
hsa-miR-1226-5p,0.009689561,5.972947137,1,1
hsa-miR-1972,0.009583258,5.532105754,1,1
hsa-miR-4465,0.009270227,5.912544621,1,1
hsa-miR-1243,-0.008831259,4.858952739,1,1
hsa-miR-6869-3p,0.007777493,6.595516669,1,1
hsa-miR-222-5p,-0.007493035,5.812400526,1,1
hsa-miR-3692-3p,-0.006892373,5.474477378,1,1
hsa-miR-4491,0.006819601,5.201586985,1,1
hsa-miR-133a-3p,0.006572022,6.315062781,1,1
hsa-miR-652-3p,-0.00556015,6.379283036,1,1
hsa-miR-4512,-0.005429294,5.977877358,1,1
hsa-miR-6840-3p,-0.005282717,5.958365463,1,1
hsa-miR-6781-5p,0.005266625,7.857069198,1,1
hsa-miR-1292-3p,-0.004606362,6.714753621,1,1
hsa-miR-6809-3p,-0.003720145,6.436211548,1,1
hsa-miR-7150,-0.003240819,6.237182168,1,1
hsa-miR-6797-3p,0.002532673,6.045373174,1,1
hsa-miR-3679-5p,0.00215418,6.976537152,1,1
hsa-miR-187-5p,-0.00059093,6.619994422,1,1
